corpus	language	file	bytes	chars	lines	tokens	bytes_per_token	tokens_per_line
raku-repo	Raku	../../../../testData/intention/ConflictResolutionAfterMoveSolved.p6	124	124	6	59	2.1017	9.8333
raku-repo	Raku	../../../../testData/intention/PackageTypeChangeIntoMonitorIntentionBefore.p6	28	28	3	10	2.8000	3.3333
raku-repo	Raku	../../../../testData/block-extract/attributesToNewNearMethodAreNotPassed.p6	193	193	14	59	3.2712	4.2143
raku-repo	Raku	../../../../testData/block-extract/attributesToMethodLexicalSubAreNotPassed.p6	145	145	10	40	3.6250	4.0000
raku-repo	Raku	../../../../testData/mover/Case2Down.p6	69	69	6	25	2.7600	4.1667
raku-repo	Raku	../../../../testData/parsing/incomplete-heredocs/ParsingTestData.p6	33	33	4	16	2.0625	4.0000
raku-repo	Raku	../../../../testData/intention/HyperOpsCompleteBefore.p6	32	32	2	16	2.0000	8.0000
raku-repo	Raku	../../../../testData/docs/quickConstant.p6	37	37	3	14	2.6429	4.6667
raku-repo	Raku	../../../../testData/block-extract/selfInAnotherClassIsPassed.p6	145	145	10	36	4.0278	3.6000
raku-repo	Raku	../../../../testData/surroundWith/unlessSurround.p6	53	53	5	16	3.3125	3.2000
raku-repo	Raku	../../../../testData/findUsage/Monitor.p6	57	57	5	20	2.8500	4.0000
raku-repo	Raku	../../../../testData/intention/UnitRemovalForDefinedGrammarBefore.p6	37	37	1	12	3.0833	12.0000
raku-repo	Raku	../../../../testData/rename/TypeAfterLowercase.pm6	246	246	12	67	3.6716	5.5833
raku-repo	Raku	../../../../testData/mover/Case10Up.p6	55	55	4	26	2.1154	6.5000
raku-repo	Raku	../../../../testData/smartEnter/WhitespaceIsNotCaptured_after.p6	28	28	7	8	3.5000	1.1429
raku-repo	Raku	../../../../testData/findUsage/IdeaFoo6/User.pm6	105	105	7	37	2.8378	5.2857
raku-repo	Raku	../../../../testData/intention/UnparenSimpleBefore.p6	18	18	1	9	2.0000	9.0000
raku-repo	Raku	../../../../testData/mover/Case10.p6	59	59	4	27	2.1852	6.7500
raku-repo	Raku	../../../../testData/block-extract/fullMathExpression.p6	37	37	4	15	2.4667	3.7500
raku-repo	Raku	../../../../testData/block-extract/selfInSubroutineIsPassed.p6	91	91	8	26	3.5000	3.2500
raku-repo	Raku	../../../../testData/block-extract/subroutineWithTypedLocalVariablesExtractionBefore.p6	201	201	9	66	3.0455	7.3333
raku-repo	Raku	../../../../testData/regex-extract/basic-regex-capture.p6	257	257	19	101	2.5446	5.3158
raku-repo	Raku	../../../../testData/intention/ColonPairSimplificationTrue.p6	32	32	3	14	2.2857	4.6667
raku-repo	Raku	../../../../testData/surroundWith/hashComposerSurroundBefore.p6	70	70	2	20	3.5000	10.0000
raku-repo	Raku	../../../../testData/intention/MethodDeletion.p6	55	55	4	17	3.2353	4.2500
raku-repo	Raku	../../../../testData/intention/BindingDestructuringFixBefore.p6	32	32	1	20	1.6000	20.0000
raku-repo	Raku	../../../../testData/smartEnter/RoutineSignature_after.p6	29	29	3	11	2.6364	3.6667
raku-repo	Raku	../../../../testData/intention/GrepFirstFixWhateverMany.p6	27	27	1	10	2.7000	10.0000
raku-repo	Raku	../../../../testData/inline-call/multiStatementBlockInlineNoSaveBefore.p6	75	75	7	32	2.3438	4.5714
raku-repo	Raku	../../../../testData/folding/FoldingTestData.p6	109	109	5	34	3.2059	6.8000
raku-repo	Raku	../../../../testData/intention/ZeroToExclusiveVarInParenthesesBefore.p6	30	30	2	16	1.8750	8.0000
raku-repo	Raku	../../../../testData/formatter/blocks.in.p6	45	45	2	12	3.7500	6.0000
raku-repo	Raku	../../../../testData/inline-variable/multivarInitDoubleCaseRightSave.p6	111	111	7	54	2.0556	7.7143
raku-repo	Raku	../../../../testData/smartEnter/ClassAfterName_after.p6	25	25	3	8	3.1250	2.6667
raku-repo	Raku	../../../../testData/surroundWith/hashContextualizerSurroundBefore.p6	92	92	8	34	2.7059	4.2500
raku-repo	Raku	../../../../testData/intention/MakeMethodPublicOnNameIntentionBefore.p6	101	101	7	31	3.2581	4.4286
raku-repo	Raku	../../../../testData/intention/PrivateMethodStubbingSignatureGenerationColonpairBefore.p6	97	97	7	30	3.2333	4.2857
raku-repo	Raku	../../../../testData/block-extract/varsSwappingBefore.p6	97	97	6	33	2.9394	5.5000
raku-repo	Raku	../../../../testData/surroundWith/pointyBlockSurround.p6	21	21	3	12	1.7500	4.0000
raku-repo	Raku	../../../../testData/intention/PrivateMethodStubbingSignatureGenerationForNamedParametersBefore.p6	153	153	8	65	2.3538	8.1250
raku-repo	Raku	../../../../testData/block-extract/callchainFromSelection2Before.p6	59	59	3	20	2.9500	6.6667
raku-repo	Raku	../../../../testData/regex-extract/rule-case.p6	32	32	2	16	2.0000	8.0000
raku-repo	Raku	../../../../testData/multi-module/Module/Inner.pm6	55	55	4	16	3.4375	4.0000
raku-repo	Raku	../../../../testData/intention/GrepFirstFixWhateverSingleBefore.p6	39	39	1	17	2.2941	17.0000
raku-repo	Raku	../../../../testData/formatter/array.in.p6	141	141	9	34	4.1471	3.7778
raku-repo	Raku	../../../../testData/findUsage/IdeaFoo/Base.pm6	27	27	1	10	2.7000	10.0000
raku-repo	Raku	../../../../testData/codeInsight/defaultVariables/DefaultTestData1.pm6	8	8	1	4	2.0000	4.0000
raku-repo	Raku	../../../../testData/findUsage/PrivateMethodFromRole.p6	188	188	15	53	3.5472	3.5333
raku-repo	Raku	../../../../testData/mover/Heredoc3Up.p6	405	405	11	102	3.9706	9.2727
raku-repo	Raku	../../../../testData/inline-call/literalIsNotParenthesised.p6	32	32	2	17	1.8824	8.5000
raku-repo	Raku	../../../../testData/block-extract/selfInSubroutineIsPassedBefore.p6	79	79	5	19	4.1579	3.8000
raku-repo	Raku	../../../../testData/rename/IdeaFoo3/BaseAfter.pm6	195	195	11	49	3.9796	4.4545
raku-repo	Raku	../../../../testData/inline-call/positionalArgumentSave.p6	73	73	5	26	2.8077	5.2000
raku-repo	Raku	../../../../testData/reference/IdeaFoo/Bar.pm6	132	132	8	36	3.6667	4.5000
raku-repo	Raku	../../../../testData/inline-call/cannotInlineMethodFromOtherClassWithSelfBefore.p6	151	151	11	41	3.6829	3.7273
raku-repo	Raku	../../../../testData/formatter/braces-style.out.p6	386	386	39	110	3.5091	2.8205
raku-repo	Raku	../../../../testData/intention/PrivateMethodStubbingWithoutEnclosingRoutine.p6	61	61	4	20	3.0500	5.0000
raku-repo	Raku	../../../../testData/intention/SubroutineExportingQuickfixBefore.p6	20	20	1	8	2.5000	8.0000
raku-repo	Raku	../../../../testData/intention/UnitPrependingForNamedClassBefore.p6	27	27	1	8	3.3750	8.0000
raku-repo	Raku	../../../../testData/formatter/basic-class.in.p6	196	196	12	56	3.5000	4.6667
raku-repo	Raku	../../../../testData/rename/AttrWithHyphenAfter.pm6	32	32	3	11	2.9091	3.6667
raku-repo	Raku	../../../../testData/intention/Perl6ExecutableStrFix.p6	26	26	1	8	3.2500	8.0000
raku-repo	Raku	../../../../testData/block-extract/inClassPrivateMethodExtractionBefore.p6	76	76	5	21	3.6190	4.2000
raku-repo	Raku	../../../../testData/findUsage/IdeaFoo3/Base.pm6	54	54	9	16	3.3750	1.7778
raku-repo	Raku	../../../../testData/intention/PrivateMethodStubbingSignatureGenerationForNamedParameters.p6	198	198	9	92	2.1522	10.2222
raku-repo	Raku	../../../../testData/surroundWith/hashContextExpr.p6	38	38	3	22	1.7273	7.3333
raku-repo	Raku	../../../../testData/mover/Case6Up.p6	242	242	8	63	3.8413	7.8750
raku-repo	Raku	../../../../testData/surroundWith/wheneverSurround.p6	49	49	5	13	3.7692	2.6000
raku-repo	Raku	../../../../testData/intention/EVALOfExpressionWithoutVars.p6	20	20	1	10	2.0000	10.0000
raku-repo	Raku	../../../../testData/parsing/set-equality-infixes/ParsingTestData.p6	94	90	4	46	2.0435	11.5000
raku-repo	Raku	../../../../testData/intention/QuotesConversion2.p6	19	19	1	9	2.1111	9.0000
raku-repo	Raku	../../../../testData/smartEnter/RoleAfterSignature_after.p6	30	30	3	11	2.7273	3.6667
raku-repo	Raku	../../../../testData/surroundWith/ifExprBefore.p6	48	48	2	15	3.2000	7.5000
raku-repo	Raku	../../../../testData/block-extract/mathExpressionFromSelection.p6	37	37	4	16	2.3125	4.0000
raku-repo	Raku	../../../../testData/intention/RoleMethodsStubbingBefore.p6	80	80	3	28	2.8571	9.3333
raku-repo	Raku	../../../../testData/intention/UnitPrependingForNamedClass.p6	25	25	1	7	3.5714	7.0000
raku-repo	Raku	../../../../testData/parsing/use-with-ver/ParsingTestData.p6	16	16	1	7	2.2857	7.0000
raku-repo	Raku	../../../../testData/intention/WhileTrueSimplification.p6	79	79	6	26	3.0385	4.3333
raku-repo	Raku	../../../../testData/intention/ColonpairForms1Before.p6	55	55	3	27	2.0370	9.0000
raku-repo	Raku	../../../../testData/rename/IdeaFoo3/UserAfter.pm6	47	47	3	14	3.3571	4.6667
raku-repo	Raku	../../../../testData/rename/IdeaFoo2/Base.pm6	53	53	3	19	2.7895	6.3333
raku-repo	Raku	../../../../testData/smartEnter/ElseHandling_after.p6	34	34	5	15	2.2667	3.0000
raku-repo	Raku	../../../../testData/parsing/macro/ParsingTestData.p6	154	154	4	45	3.4222	11.2500
raku-repo	Raku	../../../../testData/inline-call/multireturnBlockInlineFailsBefore.p6	99	99	9	31	3.1935	3.4444
raku-repo	Raku	../../../../testData/inline-variable/strLiteralInlineBefore.p6	29	29	2	13	2.2308	6.5000
raku-repo	Raku	../../../../testData/block-extract/inMethodMethodExtractionBefore.p6	76	76	5	21	3.6190	4.2000
raku-repo	Raku	../../../../testData/intention/NonCapturingGroupIntoPosBefore.p6	75	75	4	37	2.0270	9.2500
raku-repo	Raku	../../../../testData/intention/RangeSimplificationRegress1Before.p6	54	54	4	28	1.9286	7.0000
raku-repo	Raku	../../../../testData/docs/quickDocsGrammar.p6	130	130	10	39	3.3333	3.9000
raku-repo	Raku	../../../../testData/rename/TypeAfter.pm6	246	246	12	68	3.6176	5.6667
raku-repo	Raku	../../../../testData/intention/AwaitAllOfUnwrapArrayBefore.p6	31	31	1	12	2.5833	12.0000
raku-repo	Raku	../../../../testData/block-extract/heredocBefore.p6	150	150	9	42	3.5714	4.6667
raku-repo	Raku	../../../../testData/docs/quickDocsAttribute.p6	154	154	12	51	3.0196	4.2500
raku-repo	Raku	../../../../testData/surroundWith/withSurround.p6	33	33	4	14	2.3571	3.5000
raku-repo	Raku	../../../../testData/intention/MyVariableExportBefore.p6	25	25	1	10	2.5000	10.0000
raku-repo	Raku	../../../../testData/formatter/comments-left-intact.out.p6	30	30	3	13	2.3077	4.3333
raku-repo	Raku	../../../../testData/intention/ASCIIToUniBefore.p6	34	34	1	21	1.6190	21.0000
raku-repo	Raku	../../../../testData/intention/MakeMethodSubmethodBefore.p6	36	36	3	12	3.0000	4.0000
raku-repo	Raku	../../../../testData/block-extract/varsUsedAreNotDuplicatedBefore.p6	94	94	7	32	2.9375	4.5714
raku-repo	Raku	../../../../testData/parsing/term-definition/ParsingTestData.p6	26	26	2	13	2.0000	6.5000
raku-repo	Raku	../../../../testData/smartEnter/IfHandling.p6	15	15	1	9	1.6667	9.0000
raku-repo	Raku	../../../../testData/intention/RemoveUnusedLocalBefore.p6	21	21	1	11	1.9091	11.0000
raku-repo	Raku	../../../../testData/intention/ColonPairSimplification.p6	40	40	3	19	2.1053	6.3333
raku-repo	Raku	../../../../testData/smartEnter/ClassAfterSemiBlockoid_after.p6	33	33	3	10	3.3000	3.3333
raku-repo	Raku	../../../../testData/intention/MakeMethodPublicOnNameIntention.p6	93	93	7	24	3.8750	3.4286
raku-repo	Raku	../../../../testData/smartEnter/OrWith_after.p6	40	40	5	15	2.6667	3.0000
raku-repo	Raku	../../../../testData/inline-call/simpleMethodInlineNoSaveBefore.p6	155	155	9	50	3.1000	5.5556
raku-repo	Raku	../../../../testData/parsing/heredoc-starting-with-infix/ParsingTestData.p6	38	38	3	13	2.9231	4.3333
raku-repo	Raku	../../../../testData/block-extract/subroutineWithLocalVariablesExtractionBefore.p6	208	208	11	78	2.6667	7.0909
raku-repo	Raku	../../../../testData/block-extract/subroutineWithLocalVariablesExtraction.p6	258	258	14	103	2.5049	7.3571
raku-repo	Raku	../../../../testData/parsing/conditional-compilation/ParsingTestData.p6	263	263	16	98	2.6837	6.1250
raku-repo	Raku	../../../../testData/smartEnter/Given_after.p6	26	26	3	9	2.8889	3.0000
raku-repo	Raku	../../../../testData/parsing/typed-constant/ParsingTestData.p6	46	46	1	15	3.0667	15.0000
raku-repo	Raku	../../../../testData/inline-variable/scopeConflictWithRoutineExceptionBefore.p6	101	101	7	42	2.4048	6.0000
raku-repo	Raku	../../../../testData/inline-call/positionalArgumentSaveBefore.p6	72	72	5	26	2.7692	5.2000
raku-repo	Raku	../../../../testData/smartEnter/OrWith.p6	32	32	3	12	2.6667	4.0000
raku-repo	Raku	../../../../testData/surroundWith/withoutSurroundBefore.p6	96	96	5	23	4.1739	4.6000
raku-repo	Raku	../../../../testData/intention/WhileTrueSimplificationBefore.p6	82	82	6	28	2.9286	4.6667
raku-repo	Raku	../../../../testData/intention/RemoveUnusedIsNotForMultiAttributesBefore.p6	46	46	3	18	2.5556	6.0000
raku-repo	Raku	../../../../testData/inline-variable/namedParameterSingleUsageNoSaveBefore.p6	73	73	5	36	2.0278	7.2000
raku-repo	Raku	../../../../testData/inline-variable/initSingleUsageSaveBefore.p6	29	29	2	15	1.9333	7.5000
raku-repo	Raku	../../../../testData/codeInsight/defaultVariables/DefaultTestData2.pm6	18	18	2	8	2.2500	4.0000
raku-repo	Raku	../../../../testData/surroundWith/hashContextExprBefore.p6	52	52	1	22	2.3636	22.0000
raku-repo	Raku	../../../../testData/intention/PackageTypeChangesInheritanceComposition.p6	34	34	3	10	3.4000	3.3333
raku-repo	Raku	../../../../testData/intention/NoSplittingWithoutInitializerBefore.p6	45	45	4	19	2.3684	4.7500
raku-repo	Raku	../../../../testData/block-extract/attributesToMethodLexicalSubAreNotPassedBefore.p6	99	99	7	31	3.1935	4.4286
raku-repo	Raku	../../../../testData/inline-call/multiStatementBlockInlineSaveBefore.p6	75	75	7	32	2.3438	4.5714
raku-repo	Raku	../../../../testData/docs/paramIntegration2.p6	485	485	23	131	3.7023	5.6957
raku-repo	Raku	../../../../testData/formatter/contextualizers.out.p6	210	210	20	89	2.3596	4.4500
raku-repo	Raku	../../../../testData/inline-call/cannotInlineMethodFromOtherClassWithAttributeBefore.p6	152	152	13	47	3.2340	3.6154
raku-repo	Raku	../../../../testData/intention/ConstConstantKeywordFixBefore.p6	22	22	1	11	2.0000	11.0000
raku-repo	Raku	../../../../testData/inline-call/singleNamedArgumentSaveBefore.p6	104	104	5	32	3.2500	6.4000
raku-repo	Raku	../../../../testData/intention/GrepFirstFixWhateverManyBefore.p6	39	39	1	16	2.4375	16.0000
raku-repo	Raku	../../../../testData/mover/Case4Up.p6	94	94	7	33	2.8485	4.7143
raku-repo	Raku	../../../../testData/intention/AwaitAllOfUnwrapPrefixBefore.p6	34	34	1	13	2.6154	13.0000
raku-repo	Raku	../../../../testData/formatter/braces-reverse.in.p6	272	272	25	86	3.1628	3.4400
raku-repo	Raku	../../../../testData/intention/ArrayInitializationRemoval.p6	7	7	1	4	1.7500	4.0000
raku-repo	Raku	../../../../testData/block-extract/inClassMethodExtractionBefore.p6	76	76	5	21	3.6190	4.2000
raku-repo	Raku	../../../../testData/inline-variable/multivarInitDoubleCaseLeftNoSaveBefore.p6	112	112	7	50	2.2400	7.1429
raku-repo	Raku	../../../../testData/inline-variable/singleAssignmentBefore.p6	34	34	3	18	1.8889	6.0000
raku-repo	Raku	../../../../testData/intention/RangeSimplificationRegress1.p6	39	39	4	19	2.0526	4.7500
raku-repo	Raku	../../../../testData/smartEnter/For.p6	24	24	1	12	2.0000	12.0000
raku-repo	Raku	../../../../testData/formatter/braces-style.in.p6	272	272	25	86	3.1628	3.4400
raku-repo	Raku	../../../../testData/surroundWith/unlessExprBefore.p6	60	60	4	26	2.3077	6.5000
raku-repo	Raku	../../../../testData/mover/Heredoc1.p6	400	400	9	99	4.0404	11.0000
raku-repo	Raku	../../../../testData/intention/AttributeRequiredNoTraitsBefore.p6	35	35	3	13	2.6923	4.3333
raku-repo	Raku	../../../../testData/smartEnter/MultilineStatementWithSemicolon_after.p6	43	43	3	18	2.3889	6.0000
raku-repo	Raku	../../../../testData/inline-variable/startInlineBefore.p6	52	52	2	21	2.4762	10.5000
raku-repo	Raku	../../../../testData/smartEnter/InsideOfBlock.p6	37	37	3	14	2.6429	4.6667
raku-repo	Raku	../../../../testData/inline-variable/namedParameterSingleUsageNoSave.p6	56	56	5	27	2.0741	5.4000
raku-repo	Raku	../../../../testData/rename/IdeaFoo4/UserAfterShrink.pm6	13	13	1	5	2.6000	5.0000
raku-repo	Raku	../../../../testData/mover/MultilineTestData.p6	112	112	7	40	2.8000	5.7143
raku-repo	Raku	../../../../testData/mover/Case1.p6	38	38	4	17	2.2353	4.2500
raku-repo	Raku	../../../../testData/inline-variable/multivarInitSingleCaseRightNoSave.p6	28	28	4	15	1.8667	3.7500
raku-repo	Raku	../../../../testData/formatter/call-staircase.in.p6	321	321	6	60	5.3500	10.0000
raku-repo	Raku	../../../../testData/formatter/basic-indent.out.p6	55	55	7	21	2.6190	3.0000
raku-repo	Raku	../../../../testData/smartEnter/RoutineOutsideSignature_after.p6	37	37	3	12	3.0833	4.0000
raku-repo	Raku	../../../../testData/intention/UnparenInfix.p6	14	14	1	10	1.4000	10.0000
raku-repo	Raku	../../../../testData/reference/IdeaFoo/TemplateUser.pm6	445	445	18	120	3.7083	6.6667
raku-repo	Raku	../../../../testData/findUsage/IdeaFoo6/Base.pm6	91	91	3	24	3.7917	8.0000
raku-repo	Raku	../../../../testData/inline-variable/initSingleUsageSave.p6	19	19	2	11	1.7273	5.5000
raku-repo	Raku	../../../../testData/intention/EVALOfVariable.p6	47	47	2	21	2.2381	10.5000
raku-repo	Raku	../../../../testData/mover/Case1Down.p6	39	39	4	17	2.2941	4.2500
raku-repo	Raku	../../../../testData/inline-variable/selfOfOtherClassInExpressionExceptionBefore.p6	179	179	11	47	3.8085	4.2727
raku-repo	Raku	../../../../testData/intention/PrivateMethodStubbingInNestedRoutines.p6	108	108	8	28	3.8571	3.5000
raku-repo	Raku	../../../../testData/completion/IdeaFoo/Bar8.pm6	31	31	3	12	2.5833	4.0000
raku-repo	Raku	../../../../testData/formatter/hash.in.p6	181	181	11	63	2.8730	5.7273
raku-repo	Raku	../../../../testData/findUsage/RegexDecl.pm6	117	117	5	41	2.8537	8.2000
raku-repo	Raku	../../../../testData/inline-variable/singleAssignment.p6	27	27	3	16	1.6875	5.3333
raku-repo	Raku	../../../../testData/findUsage/IdeaFoo4/Base.pm6	12	12	1	3	4.0000	3.0000
raku-repo	Raku	../../../../testData/formatter/heredoc.out.p6	86	86	8	30	2.8667	3.7500
raku-repo	Raku	../../../../testData/inline-variable/startInline.p6	55	55	2	20	2.7500	10.0000
raku-repo	Raku	../../../../testData/inline-call/positionalArgumentsSave.p6	45	45	5	24	1.8750	4.8000
raku-repo	Raku	../../../../testData/parsing/multiline-comment/ParsingTestData.p6	199	199	8	49	4.0612	6.1250
raku-repo	Raku	../../../../testData/multi-module/Module/WalkExport.pm6	73	73	5	22	3.3182	4.4000
raku-repo	Raku	../../../../testData/inline-call/namedArgumentsSaveBefore.p6	105	105	5	38	2.7632	7.6000
raku-repo	Raku	../../../../testData/surroundWith/unlessExpr.p6	56	56	6	28	2.0000	4.6667
raku-repo	Raku	../../../../testData/block-extract/mathExpressionBefore.p6	18	18	1	11	1.6364	11.0000
raku-repo	Raku	../../../../testData/intention/ConflictResolutionAfterMoveSolvedBefore.p6	84	84	5	37	2.2703	7.4000
raku-repo	Raku	../../../../testData/parsing/metaops/ParsingTestData.p6	324	322	21	189	1.7143	9.0000
raku-repo	Raku	../../../../testData/mover/NestedBracketsUpCursor.p6	116	116	8	38	3.0526	4.7500
raku-repo	Raku	../../../../testData/findUsage/AttributeFromRole.p6	117	117	10	37	3.1622	3.7000
raku-repo	Raku	../../../../testData/surroundWith/regexGroup.p6	26	26	1	13	2.0000	13.0000
raku-repo	Raku	../../../../testData/intention/ArrayInitializationRemovalBefore.p6	19	19	1	8	2.3750	8.0000
raku-repo	Raku	../../../../testData/inline-call/namedArgumentsReverseNoSave.p6	68	68	4	21	3.2381	5.2500
raku-repo	Raku	../../../../testData/rename/SubroutinesUppercaseAfter.pm6	145	145	7	61	2.3770	8.7143
raku-repo	Raku	../../../../testData/inline-variable/multivarInitSingleCaseLeftSave.p6	38	38	4	22	1.7273	5.5000
raku-repo	Raku	../../../../testData/parsing/curly-ends-statement/ParsingTestData.p6	29	29	2	11	2.6364	5.5000
raku-repo	Raku	../../../../testData/mover/BlockTestDataDown.p6	88	88	6	33	2.6667	5.5000
raku-repo	Raku	../../../../testData/codeInsight/defaultVariables/DefaultTestData5.pm6	26	26	3	9	2.8889	3.0000
raku-repo	Raku	../../../../testData/formatter/comment.in.p6	151	151	6	38	3.9737	6.3333
raku-repo	Raku	../../../../testData/formatter/space-before-semi.in.p6	20	20	1	8	2.5000	8.0000
raku-repo	Raku	../../../../testData/smartEnter/ClassAfterWhiteSpace.p6	20	20	1	6	3.3333	6.0000
raku-repo	Raku	../../../../testData/smartEnter/Unit_after.p6	17	17	2	6	2.8333	3.0000
raku-repo	Raku	../../../../testData/intention/EVALOfInterpolation.p6	51	51	2	22	2.3182	11.0000
raku-repo	Raku	../../../../testData/inline-call/cannotInlineMultipleReturnsBefore.p6	174	174	14	71	2.4507	5.0714
raku-repo	Raku	../../../../testData/intention/NonCapturingGroupIntoPosNonFlattingBefore.p6	37	37	1	20	1.8500	20.0000
raku-repo	Raku	../../../../testData/rename/Parameter.pm6	92	92	4	24	3.8333	6.0000
raku-repo	Raku	../../../../testData/inline-call/stateVariableFailsBefore.p6	87	87	7	34	2.5588	4.8571
